person_id,first_name,last_name,age,gender,income,education_level,employment_status,marital_status,housing_type,customer_id,credit_score,credit_limit,outstanding_debt,payment_history,loan_purpose,loan_amount,loan_term
375,Jorge,Gabbitus,38,Non-binary,Peso,High School Diploma,Unemployed,Divorced,Mortgage,375,768,555.68,34368.58,late,home improvement,51830.81,7
376,Tommie,Tutill,20,Male,Rupiah,PhD,Self-Employed,Single,Own,376,679,99250.01,12675.77,missed,home improvement,95770.41,23
377,Rancell,Saenz,39,Male,Zloty,PhD,Self-Employed,Divorced,Own,377,474,68177.56,14258.84,missed,debt consolidation,81760.3,30
378,Corrianne,Symcox,57,Genderfluid,Zloty,High School Diploma,Unemployed,Widowed,Mortgage,378,637,34950.93,42075.82,late,debt consolidation,67237.28,9
379,Hannah,MacArthur,82,Female,Yuan Renminbi,PhD,Self-Employed,Divorced,Own,379,810,48707.42,26254.71,on-time,home improvement,29140.37,15
380,Lesya,Kirkwood,44,Female,Dollar,Bachelor's Degree,Unemployed,Single,Rent,380,506,99229.77,10115.4,on-time,home improvement,59595.2,1
381,Antonius,Nutten,85,Male,Litas,Bachelor's Degree,Unemployed,Widowed,Rent,381,441,20355.91,34640.58,late,medical expenses,49914.4,20
382,Myrtie,Hubery,39,Female,Hryvnia,High School Diploma,Self-Employed,Single,Rent,382,834,46888.38,22999.96,missed,home improvement,69465.7,30
383,Adriane,Parslow,54,Female,Rupiah,High School Diploma,Self-Employed,Single,Rent,383,648,93462.05,43537.38,missed,medical expenses,57751.43,22
384,Violet,Whines,75,Female,Yuan Renminbi,Bachelor's Degree,Employed,Widowed,Rent,384,305,7079.83,38496.9,on-time,home improvement,36005.65,20
385,Alika,Wiggett,79,Female,Yuan Renminbi,High School Diploma,Self-Employed,Single,Rent,385,365,68605.84,2326.27,missed,home improvement,87204.81,21
386,Janith,Kildahl,24,Female,Ruble,Bachelor's Degree,Employed,Single,Mortgage,386,573,35529.77,28755.99,late,home improvement,67761.42,10
387,Noble,De Dei,53,Male,Peso,Master's Degree,Self-Employed,Divorced,Mortgage,387,801,86638.7,12447.49,late,medical expenses,45453.76,14
388,Lee,Fursse,25,Female,Real,Bachelor's Degree,Unemployed,Married,Own,388,542,80590.09,14039.1,late,medical expenses,5747.94,17
389,Nissie,Duckhouse,60,Polygender,Krona,PhD,Self-Employed,Single,Own,389,440,44572.36,16766.88,missed,medical expenses,7476.91,13
390,Tatiania,Peniman,56,Female,Bolivar,PhD,Employed,Married,Rent,390,697,65705.42,10231.92,on-time,home improvement,47818.0,2
391,Loren,Demkowicz,64,Male,Euro,Master's Degree,Self-Employed,Widowed,Own,391,487,86029.02,44418.52,on-time,home improvement,83415.72,9
392,Sidoney,Knutsen,62,Female,Ruble,PhD,Unemployed,Widowed,Rent,392,724,42488.47,43118.89,on-time,home improvement,15418.67,16
393,Hazlett,Searles,30,Male,Euro,Bachelor's Degree,Unemployed,Divorced,Mortgage,393,475,92695.01,29300.79,late,debt consolidation,78281.01,11
394,Egan,Skoggings,78,Male,Dollar,Bachelor's Degree,Self-Employed,Widowed,Rent,394,587,91677.75,3660.24,late,home improvement,11219.59,3
395,Justinn,Roz,61,Female,Yuan Renminbi,Master's Degree,Unemployed,Widowed,Own,395,570,91172.15,12644.94,on-time,medical expenses,15447.28,15
396,Stefano,Gonzalez,75,Male,Quetzal,PhD,Employed,Divorced,Mortgage,396,574,96617.67,44221.6,missed,medical expenses,53625.62,6
397,Cleopatra,Holyland,50,Female,Euro,Bachelor's Degree,Employed,Widowed,Own,397,838,89694.03,23138.17,late,home improvement,57873.08,26
398,Phyllys,Parkman,59,Female,Euro,Bachelor's Degree,Unemployed,Widowed,Mortgage,398,330,77469.74,17516.47,late,medical expenses,40818.35,24
399,Dill,Bleything,61,Male,Ruble,Master's Degree,Employed,Single,Own,399,370,81100.41,23131.28,on-time,medical expenses,15927.46,30
400,Jeanna,Brumby,61,Female,Dollar,High School Diploma,Unemployed,Married,Own,400,362,73158.54,10454.16,on-time,debt consolidation,49050.71,4
401,Anni,Rawe,20,Female,Afghani,Bachelor's Degree,Unemployed,Widowed,Mortgage,401,439,87608.61,43766.56,on-time,debt consolidation,98540.53,28
402,Perl,Housin,81,Female,Peso,Master's Degree,Self-Employed,Divorced,Mortgage,402,756,71304.69,6477.43,missed,medical expenses,81261.57,21
403,Charmain,MacConnal,38,Female,Ruble,High School Diploma,Self-Employed,Married,Own,403,762,64405.64,30315.92,on-time,home improvement,40920.0,17
404,Royal,O'Hollegan,53,Male,Ringgit,High School Diploma,Unemployed,Widowed,Own,404,624,52092.56,30862.21,on-time,medical expenses,76306.36,2
405,Shelly,McNeigh,60,Female,Peso,PhD,Unemployed,Single,Mortgage,405,527,53484.24,4736.44,late,debt consolidation,4973.09,14
406,Skippie,Lorraine,83,Male,Rupiah,Master's Degree,Employed,Single,Rent,406,488,34031.03,16025.58,missed,home improvement,98090.17,28
407,Tierney,Darville,57,Bigender,Ruble,High School Diploma,Employed,Divorced,Own,407,614,10465.01,19955.45,late,home improvement,26953.45,28
408,Courtnay,McDill,18,Bigender,Euro,Bachelor's Degree,Employed,Single,Rent,408,448,49955.06,29872.96,missed,debt consolidation,61659.62,11
409,Antonin,Kirlin,24,Male,Sol,PhD,Self-Employed,Divorced,Own,409,654,59573.95,5899.54,missed,debt consolidation,58743.27,5
410,Willabella,De Maine,22,Female,Ruble,PhD,Employed,Single,Own,410,374,60350.99,13487.05,on-time,medical expenses,37327.29,3
411,Hall,Matz,37,Male,Peso,PhD,Employed,Widowed,Rent,411,510,31606.11,28392.6,missed,medical expenses,2082.93,19
412,Ardelis,D'Agostini,71,Female,Rupiah,High School Diploma,Employed,Single,Rent,412,352,35613.11,34181.64,missed,debt consolidation,16706.38,11
413,Nate,Williment,23,Male,Rupiah,PhD,Employed,Married,Rent,413,706,25386.18,49543.55,on-time,home improvement,39692.68,20
414,Dwain,Liddell,46,Male,Zloty,High School Diploma,Self-Employed,Divorced,Mortgage,414,328,60701.31,43830.03,late,debt consolidation,26576.64,9
415,Arte,Dart,60,Male,Peso,Bachelor's Degree,Unemployed,Widowed,Own,415,442,64949.27,28383.91,on-time,debt consolidation,69778.57,19
416,Sarine,Loughman,85,Female,Peso,High School Diploma,Employed,Divorced,Mortgage,416,314,43070.34,9558.9,missed,medical expenses,84242.53,23
417,Binni,Murtagh,20,Female,Yuan Renminbi,High School Diploma,Self-Employed,Widowed,Rent,417,692,49387.57,3617.68,missed,medical expenses,5110.79,27
418,Rhett,Ansley,26,Male,Ruble,Master's Degree,Unemployed,Widowed,Own,418,706,83170.76,29451.42,late,debt consolidation,26546.35,21
419,Phineas,Paradin,56,Male,Franc,Bachelor's Degree,Employed,Divorced,Own,419,355,12237.86,49621.64,on-time,debt consolidation,82801.41,21
420,Benson,Kauscher,71,Male,Euro,PhD,Self-Employed,Divorced,Mortgage,420,502,71071.78,16766.06,on-time,debt consolidation,85766.51,25
421,Kippie,Akerman,28,Male,Hryvnia,Master's Degree,Self-Employed,Married,Mortgage,421,571,70801.14,7367.62,late,home improvement,3668.89,3
422,Giffie,Gemlbett,42,Male,Yuan Renminbi,PhD,Self-Employed,Widowed,Mortgage,422,601,88621.02,12857.2,late,debt consolidation,85305.69,21
423,Lincoln,Beidebeke,32,Male,Peso,Bachelor's Degree,Unemployed,Divorced,Mortgage,423,813,86534.18,39767.8,on-time,home improvement,22980.72,4
424,Doris,Flann,68,Female,Dollar,PhD,Unemployed,Divorced,Rent,424,744,27256.39,36919.76,on-time,home improvement,39556.69,16
425,Daniel,Durnill,61,Male,Zloty,High School Diploma,Self-Employed,Married,Mortgage,425,338,24449.5,48809.14,missed,debt consolidation,48313.56,12
426,Sylvan,Wink,45,Male,Rupiah,PhD,Unemployed,Widowed,Mortgage,426,687,41619.07,8530.8,missed,home improvement,74183.22,15
427,Kirsteni,Bromont,63,Female,Rupiah,PhD,Employed,Single,Mortgage,427,810,38554.38,21667.2,on-time,home improvement,98778.16,16
428,Wally,Polak,23,Polygender,Rupiah,PhD,Unemployed,Single,Rent,428,816,75409.74,30975.95,missed,medical expenses,58126.29,4
429,Livvyy,McGougan,81,Female,Dollar,PhD,Employed,Divorced,Rent,429,709,194.42,34491.5,on-time,home improvement,95817.77,19
430,Delcina,McKevany,42,Female,Rupiah,Bachelor's Degree,Self-Employed,Single,Rent,430,668,10183.5,28606.93,missed,home improvement,89474.75,1
431,Mario,McCusker,68,Male,Rupiah,PhD,Employed,Divorced,Rent,431,726,73742.91,7249.64,late,medical expenses,78702.72,26
432,Sunshine,Lazare,30,Female,Rupiah,PhD,Self-Employed,Single,Rent,432,431,9864.92,36263.17,on-time,home improvement,79874.44,12
433,Maria,Odger,30,Female,Franc,PhD,Unemployed,Widowed,Rent,433,363,27165.22,28135.68,late,home improvement,28761.21,2
434,Janeta,Petheridge,84,Female,Euro,High School Diploma,Unemployed,Married,Rent,434,813,58592.22,22086.93,missed,debt consolidation,8398.88,29
435,Standford,Tayspell,80,Male,Dollar,High School Diploma,Employed,Divorced,Mortgage,435,837,69321.34,42761.24,on-time,debt consolidation,83408.78,14
436,Misha,Cluney,40,Female,Rand,Master's Degree,Unemployed,Married,Mortgage,436,335,29604.66,7939.98,missed,medical expenses,94899.57,4
437,Suzanna,Crutcher,48,Female,Zloty,Bachelor's Degree,Employed,Widowed,Mortgage,437,823,64988.96,25350.33,missed,debt consolidation,68891.43,27
438,Ronda,Gailor,22,Female,Krona,High School Diploma,Employed,Widowed,Mortgage,438,380,86013.12,33015.51,missed,home improvement,33597.29,5
439,Cordy,Paten,74,Female,Yuan Renminbi,PhD,Unemployed,Divorced,Mortgage,439,643,42627.42,7840.04,late,home improvement,3905.17,21
440,Laraine,Brombell,66,Female,Yuan Renminbi,High School Diploma,Employed,Married,Rent,440,634,55715.17,49228.82,on-time,debt consolidation,86672.26,26
441,Elia,Oldman,58,Male,Ringgit,Master's Degree,Self-Employed,Married,Rent,441,423,2687.31,26957.72,on-time,debt consolidation,61524.15,10
442,Wilek,Ebourne,41,Male,Peso,High School Diploma,Self-Employed,Single,Mortgage,442,402,56037.1,37831.81,late,home improvement,28711.09,20
443,Cesare,Wathey,27,Male,Yuan Renminbi,PhD,Self-Employed,Widowed,Mortgage,443,543,31812.1,27181.98,late,debt consolidation,72570.05,28
444,Gerick,Senyard,34,Male,Peso,PhD,Employed,Divorced,Own,444,421,80648.8,7374.97,on-time,home improvement,91135.25,10
445,Jeramie,Druitt,21,Male,Yuan Renminbi,Bachelor's Degree,Employed,Married,Mortgage,445,811,75726.53,46136.57,on-time,medical expenses,62020.61,16
446,Demetrius,Dulwitch,26,Male,Franc,High School Diploma,Employed,Single,Mortgage,446,655,95255.21,30648.86,on-time,debt consolidation,48811.94,2
447,Renato,Lawrenz,81,Male,Peso,High School Diploma,Employed,Single,Mortgage,447,760,53421.81,3554.27,late,medical expenses,42669.53,24
448,Sasha,Barke,35,Female,Ruble,High School Diploma,Self-Employed,Married,Mortgage,448,549,60600.32,28931.33,missed,home improvement,68245.04,1
449,Kiersten,Apedaile,33,Non-binary,Yuan Renminbi,High School Diploma,Self-Employed,Widowed,Own,449,829,97674.94,43476.55,late,debt consolidation,42335.78,1
450,Ira,Briddle,82,Female,Rupiah,Master's Degree,Self-Employed,Single,Mortgage,450,433,79547.85,34675.32,late,home improvement,70677.05,16
451,Allianora,Kemston,47,Polygender,Dinar,PhD,Self-Employed,Married,Rent,451,300,25598.14,39368.52,late,home improvement,15310.34,21
452,Marchelle,Ewell,53,Polygender,Yuan Renminbi,Master's Degree,Employed,Widowed,Mortgage,452,436,76466.51,37854.89,missed,debt consolidation,75178.94,9
453,Justina,Thurlbeck,76,Female,Shekel,Master's Degree,Unemployed,Single,Mortgage,453,657,51232.05,39956.16,late,debt consolidation,77726.7,29
454,Nickey,Ilyuchyov,57,Male,Euro,Bachelor's Degree,Employed,Widowed,Mortgage,454,391,65293.24,43861.27,late,medical expenses,54346.65,16
455,Kippie,Rendbaek,57,Female,Zloty,PhD,Self-Employed,Married,Mortgage,455,789,84232.7,30943.8,late,home improvement,59157.21,29
456,Gusty,Ferns,41,Female,Yuan Renminbi,PhD,Self-Employed,Married,Own,456,806,78303.22,44298.17,late,debt consolidation,58442.46,4
457,Emmalee,Melato,29,Female,Peso,PhD,Self-Employed,Divorced,Mortgage,457,778,86049.43,29126.3,late,medical expenses,12357.32,2
458,Geralda,Grammer,20,Female,Ruble,PhD,Unemployed,Married,Rent,458,481,99814.75,7563.91,late,debt consolidation,79329.09,17
459,Selby,Hawyes,76,Male,Krona,High School Diploma,Unemployed,Single,Mortgage,459,325,25884.36,18886.82,late,home improvement,73169.75,13
460,Dode,Dwyr,29,Female,Dollar,Bachelor's Degree,Unemployed,Widowed,Rent,460,405,82429.51,43873.02,late,home improvement,45951.49,8
461,Gualterio,Castagnasso,55,Male,Rupiah,PhD,Employed,Single,Rent,461,544,945.21,32617.44,on-time,home improvement,42268.5,7
462,Curt,Charpin,47,Male,Sol,PhD,Employed,Widowed,Own,462,696,97428.58,39233.41,late,medical expenses,69052.55,2
463,Ulises,McDool,62,Male,Real,High School Diploma,Unemployed,Divorced,Mortgage,463,783,95386.26,25349.38,on-time,debt consolidation,45730.25,18
464,Trumaine,Chieze,66,Male,Ruble,Bachelor's Degree,Self-Employed,Divorced,Rent,464,393,93294.83,1040.31,missed,home improvement,27143.23,7
465,Allys,Buxton,77,Female,Shilling,Master's Degree,Unemployed,Divorced,Rent,465,583,20997.5,30049.54,on-time,medical expenses,85530.94,21
466,Falito,Croley,76,Male,Koruna,PhD,Employed,Widowed,Rent,466,691,61045.79,25318.96,on-time,home improvement,73778.59,19
467,Claire,Ettles,25,Female,Quetzal,Master's Degree,Self-Employed,Single,Rent,467,751,36137.3,14276.52,missed,debt consolidation,45403.07,16
468,Gerek,Bastick,55,Male,Dollar,Bachelor's Degree,Self-Employed,Divorced,Rent,468,393,4555.87,35757.14,late,medical expenses,54410.88,25
469,Zandra,Mumby,23,Female,Peso,Master's Degree,Unemployed,Married,Mortgage,469,354,88424.1,20767.81,late,medical expenses,54943.29,14
470,Allard,Cerman,72,Male,Rial,Master's Degree,Self-Employed,Married,Own,470,697,40768.1,24202.32,on-time,medical expenses,10388.12,15
471,Freedman,Leser,84,Male,Yuan Renminbi,PhD,Employed,Married,Mortgage,471,588,24435.42,43107.94,missed,medical expenses,97510.25,6
472,Zachery,Von Welldun,49,Male,Yuan Renminbi,Master's Degree,Self-Employed,Widowed,Mortgage,472,757,65211.6,13244.48,missed,home improvement,70215.57,7
473,Hansiain,Jonson,35,Male,Yen,Bachelor's Degree,Self-Employed,Married,Rent,473,420,36266.8,20913.15,late,medical expenses,89858.96,11
474,Euell,Delacour,79,Male,Euro,Bachelor's Degree,Unemployed,Widowed,Rent,474,581,34952.3,45037.51,late,debt consolidation,72831.52,10
475,Ferd,Simpson,49,Male,Yuan Renminbi,Master's Degree,Self-Employed,Widowed,Rent,475,378,42951.1,47571.5,on-time,home improvement,27700.22,13
476,Desdemona,Frome,78,Female,Manat,Master's Degree,Self-Employed,Married,Mortgage,476,710,50983.31,10220.39,missed,home improvement,55912.53,19
477,Lucille,Beernt,34,Female,Dong,High School Diploma,Employed,Married,Mortgage,477,728,98475.01,35136.53,late,home improvement,23935.76,21
478,Tremain,Tuttiett,76,Male,Peso,Master's Degree,Unemployed,Divorced,Mortgage,478,530,60755.74,436.57,on-time,medical expenses,94067.86,22
479,Wernher,O' Mullan,19,Male,Euro,Master's Degree,Employed,Divorced,Mortgage,479,684,50990.21,22237.29,late,debt consolidation,79573.51,17
480,Sayres,Lester,40,Male,Ruble,High School Diploma,Self-Employed,Widowed,Mortgage,480,464,94160.58,25333.14,late,home improvement,94086.8,17
481,Deloria,Pifford,42,Female,Yuan Renminbi,Bachelor's Degree,Unemployed,Divorced,Own,481,824,78618.47,42346.78,missed,home improvement,83342.11,17
482,Farly,Alecock,82,Male,Euro,Master's Degree,Self-Employed,Single,Own,482,381,47481.85,48590.65,on-time,medical expenses,35521.4,11
483,Izabel,Ingerson,72,Female,Yuan Renminbi,High School Diploma,Unemployed,Married,Mortgage,483,556,65268.22,5.1,missed,medical expenses,73435.92,13
484,Bird,Gurr,76,Female,Dinar,High School Diploma,Employed,Divorced,Own,484,816,96705.89,15019.37,late,debt consolidation,23322.83,18
485,Lucretia,Scullard,84,Female,Peso,Bachelor's Degree,Employed,Widowed,Mortgage,485,564,89029.3,48616.68,missed,home improvement,39648.9,7
486,Neville,Mongin,63,Male,Real,High School Diploma,Unemployed,Divorced,Own,486,746,35976.37,49018.52,late,medical expenses,23173.95,23
487,Kettie,McKibbin,57,Female,Yuan Renminbi,Bachelor's Degree,Unemployed,Widowed,Mortgage,487,593,79928.1,15608.37,missed,medical expenses,56888.51,20
488,Sheffield,Fraczkiewicz,63,Agender,Yuan Renminbi,Master's Degree,Unemployed,Married,Rent,488,664,27566.05,37293.88,late,home improvement,1958.33,28
489,Augustin,Olivetta,59,Male,Rupee,High School Diploma,Self-Employed,Widowed,Own,489,746,25198.23,28589.31,late,medical expenses,42433.24,9
490,Jocelin,Lupson,66,Female,Rupiah,High School Diploma,Self-Employed,Divorced,Rent,490,323,26354.17,48504.87,late,debt consolidation,89628.38,30
491,Osmond,Bolgar,62,Male,Rupiah,Master's Degree,Unemployed,Divorced,Mortgage,491,578,21303.66,38252.31,late,home improvement,86544.89,18
492,Skylar,Blackaller,38,Male,Naira,PhD,Employed,Married,Mortgage,492,441,53854.98,30573.32,missed,home improvement,95482.61,27
493,Audry,Gallymore,42,Female,Euro,Bachelor's Degree,Unemployed,Married,Mortgage,493,584,41868.4,33840.57,late,medical expenses,99922.51,18
494,Brockie,Lamberth,30,Male,Rupiah,Master's Degree,Unemployed,Single,Own,494,631,17970.23,30189.99,missed,debt consolidation,89663.62,12
495,Suzanne,Tudor,36,Female,Yuan Renminbi,High School Diploma,Self-Employed,Single,Rent,495,802,54686.14,11967.76,missed,medical expenses,99170.46,3
496,Jerry,Hugenin,54,Male,Ruble,Master's Degree,Unemployed,Widowed,Mortgage,496,516,36250.57,49746.08,missed,debt consolidation,69729.99,29
497,Jameson,Dering,54,Male,Rupiah,PhD,Unemployed,Married,Own,497,671,91618.76,6274.67,on-time,home improvement,97757.42,27
498,Gilburt,Moncur,43,Agender,Yuan Renminbi,Master's Degree,Employed,Divorced,Mortgage,498,586,11857.45,43748.24,missed,home improvement,8367.59,22
499,Lexy,Reddin,42,Female,Real,High School Diploma,Unemployed,Divorced,Rent,499,615,69879.74,25878.98,missed,debt consolidation,12598.28,25
500,Rutledge,McAne,52,Male,Rupiah,High School Diploma,Employed,Widowed,Own,500,668,37607.37,2501.76,missed,medical expenses,71409.49,23
501,Darrell,Streeting,24,Male,Ruble,PhD,Self-Employed,Married,Rent,501,721,48345.32,9359.51,late,home improvement,55796.64,26
502,Valdemar,Brandom,83,Non-binary,Ruble,PhD,Unemployed,Widowed,Rent,502,746,5030.49,19904.03,late,home improvement,47866.52,30
503,Tove,Ells,71,Bigender,Rupiah,High School Diploma,Unemployed,Married,Own,503,301,60510.27,39355.52,missed,medical expenses,7485.67,3
504,Mario,Caslett,43,Male,Lev,Master's Degree,Employed,Single,Rent,504,767,94092.86,23651.9,on-time,home improvement,48286.63,23
505,Lucas,McCafferky,74,Male,Rupiah,Bachelor's Degree,Self-Employed,Single,Mortgage,505,775,25579.85,31204.88,on-time,debt consolidation,93589.62,20
506,Marcile,Weben,37,Female,Real,High School Diploma,Self-Employed,Widowed,Own,506,822,85453.5,1291.9,on-time,medical expenses,89922.81,8
507,Maurice,Kyne,74,Male,Yuan Renminbi,Master's Degree,Self-Employed,Widowed,Own,507,375,33949.79,36602.17,late,medical expenses,34590.4,28
508,Eddy,Alway,37,Male,Peso,PhD,Employed,Single,Mortgage,508,694,13750.37,39707.4,on-time,home improvement,62394.07,3
509,Hayyim,Askaw,26,Male,Peso,Bachelor's Degree,Employed,Widowed,Rent,509,736,42803.16,10996.21,late,medical expenses,49098.53,24
510,Colene,Dundredge,49,Female,Dollar,High School Diploma,Unemployed,Widowed,Rent,510,772,76579.42,5148.85,late,medical expenses,53228.22,17
511,Neville,MacGeffen,40,Male,Peso,High School Diploma,Self-Employed,Divorced,Mortgage,511,405,88928.15,6254.9,late,medical expenses,86433.92,14
512,Candis,MacSherry,34,Female,Rupiah,PhD,Employed,Widowed,Mortgage,512,525,89677.93,11403.72,missed,home improvement,70903.05,9
513,Sybyl,Giametti,75,Female,Yuan Renminbi,Master's Degree,Unemployed,Married,Mortgage,513,540,34523.67,14206.43,missed,medical expenses,78661.98,15
514,Aleda,Foreman,59,Female,Bolivar,High School Diploma,Employed,Divorced,Rent,514,799,66654.05,42492.36,late,debt consolidation,93655.07,11
515,Ailina,Fitzsymons,20,Female,Krona,PhD,Employed,Single,Own,515,662,70749.14,887.98,missed,home improvement,46877.16,11
516,Thornie,Hennington,81,Male,Peso,PhD,Self-Employed,Married,Own,516,315,98515.03,37866.82,on-time,medical expenses,30229.52,9
517,Nappie,Bagnold,22,Male,Yuan Renminbi,High School Diploma,Employed,Single,Mortgage,517,681,69473.05,26561.32,on-time,home improvement,58050.14,15
518,Alaine,Cable,49,Female,Peso,PhD,Self-Employed,Single,Own,518,362,67890.47,42808.55,on-time,debt consolidation,33454.99,23
519,Giustina,Hebditch,82,Female,Peso,PhD,Employed,Divorced,Own,519,514,51043.66,6288.28,missed,debt consolidation,18257.05,24
520,Ludvig,Veevers,60,Male,Euro,PhD,Employed,Divorced,Rent,520,738,17588.6,40192.03,on-time,debt consolidation,95436.3,16
521,Von,Low,37,Male,Rupiah,Master's Degree,Self-Employed,Divorced,Mortgage,521,626,58437.07,33901.44,missed,medical expenses,81555.33,5
522,Nickey,Aingell,24,Male,Zloty,PhD,Employed,Divorced,Rent,522,523,69250.63,47170.58,missed,home improvement,62893.46,8
523,Dudley,Bailie,65,Male,Euro,High School Diploma,Employed,Single,Own,523,729,99511.19,40268.92,on-time,debt consolidation,88657.01,6
524,Dorelle,Sabbins,47,Genderqueer,Krona,Master's Degree,Self-Employed,Widowed,Rent,524,404,36045.9,6698.07,on-time,medical expenses,97707.09,5
525,Lolita,De la croix,26,Female,Peso,Master's Degree,Employed,Single,Mortgage,525,553,89925.68,45867.13,on-time,home improvement,40467.1,4
526,Joanie,Brazear,80,Agender,Franc,High School Diploma,Employed,Single,Own,526,365,52613.27,20434.77,late,home improvement,12331.93,13
527,Udall,Sowter,20,Male,Yen,Master's Degree,Unemployed,Married,Rent,527,630,12506.18,25498.89,on-time,debt consolidation,37886.69,16
528,Prentiss,Jakubovsky,45,Male,Real,PhD,Employed,Married,Mortgage,528,676,68188.59,32619.39,missed,home improvement,51814.58,12
529,Lyndsie,Skellern,42,Female,Denar,High School Diploma,Employed,Widowed,Own,529,374,24282.01,7716.24,missed,home improvement,32939.32,20
530,Roxanna,Everill,50,Female,Rupiah,Master's Degree,Unemployed,Divorced,Own,530,596,39232.97,5906.47,late,medical expenses,26533.4,25
531,Miles,Drohun,25,Male,Krone,High School Diploma,Unemployed,Single,Mortgage,531,526,88901.53,49301.92,on-time,medical expenses,96727.16,10
532,Vito,Hassett,28,Male,Euro,High School Diploma,Employed,Divorced,Mortgage,532,344,53211.98,21050.79,on-time,medical expenses,65135.72,14
533,Vanni,Ricciardello,55,Female,Yuan Renminbi,Bachelor's Degree,Self-Employed,Divorced,Mortgage,533,830,94496.44,3884.61,missed,medical expenses,90536.86,25
534,Barbara-anne,Goodbairn,64,Female,Euro,Master's Degree,Unemployed,Single,Rent,534,732,63720.95,31288.54,missed,home improvement,11237.81,5
535,Ingeberg,Pearch,84,Female,Rupiah,Master's Degree,Employed,Widowed,Mortgage,535,465,39263.99,20033.1,late,medical expenses,25578.56,10
536,Deanna,Kier,29,Female,Dollar,PhD,Self-Employed,Divorced,Mortgage,536,766,66748.66,31335.15,on-time,medical expenses,90888.52,3
537,Corie,McTerry,31,Female,Euro,High School Diploma,Unemployed,Married,Rent,537,722,73791.24,32063.5,missed,medical expenses,79969.71,5
538,Hailee,Matthesius,28,Female,Peso,Master's Degree,Self-Employed,Widowed,Mortgage,538,634,97750.18,23833.41,on-time,medical expenses,77963.04,28
539,Phoebe,Haith,59,Female,Rupiah,PhD,Self-Employed,Married,Rent,539,448,66108.96,5040.75,late,debt consolidation,19212.47,21
540,Cristal,Melmore,60,Female,Dinar,High School Diploma,Employed,Married,Own,540,626,85721.31,8497.66,on-time,debt consolidation,38263.3,25
541,Lory,Streetley,50,Female,Real,High School Diploma,Unemployed,Divorced,Own,541,315,49935.21,31998.19,missed,home improvement,31219.59,29
542,Terri,Broggini,49,Female,Peso,Master's Degree,Self-Employed,Divorced,Mortgage,542,785,36826.71,26809.14,missed,medical expenses,79768.54,11
543,Phillip,Brise,70,Male,Birr,Master's Degree,Employed,Married,Mortgage,543,314,29383.22,45991.59,missed,medical expenses,72499.19,27
544,Garv,Standidge,79,Male,Euro,Bachelor's Degree,Self-Employed,Divorced,Mortgage,544,797,85982.72,7916.35,on-time,home improvement,41029.55,17
545,Charlie,Hampstead,63,Male,Yuan Renminbi,Bachelor's Degree,Self-Employed,Single,Rent,545,737,30412.07,26853.57,late,medical expenses,3433.38,7
546,Dannie,Blampied,24,Female,Dinar,Master's Degree,Self-Employed,Widowed,Mortgage,546,741,72291.91,6642.57,missed,debt consolidation,47948.46,30
547,Karna,Ivins,41,Female,Naira,High School Diploma,Employed,Divorced,Own,547,311,14989.98,36647.03,on-time,home improvement,37495.28,21
548,Ward,Musico,34,Male,Ruble,High School Diploma,Employed,Single,Mortgage,548,765,31961.24,5810.79,on-time,medical expenses,22778.64,30
549,Claresta,Clubley,61,Female,Sol,Master's Degree,Employed,Married,Own,549,583,35490.5,14696.81,late,debt consolidation,11294.57,5
550,Nollie,Kelmere,68,Male,Yen,High School Diploma,Self-Employed,Widowed,Mortgage,550,343,69040.57,141.71,late,home improvement,10489.46,28
551,Rana,Wakeley,43,Female,Bolivar,High School Diploma,Employed,Divorced,Mortgage,551,574,58527.22,32943.94,on-time,home improvement,97979.8,11
552,Avery,Klemenz,72,Male,Kuna,Bachelor's Degree,Unemployed,Widowed,Rent,552,628,28650.39,7188.98,late,home improvement,64116.52,2
553,Pepillo,Casswell,43,Male,Franc,High School Diploma,Self-Employed,Divorced,Own,553,371,35359.42,21660.63,missed,debt consolidation,23740.23,10
554,Curcio,William,63,Male,Dong,Master's Degree,Self-Employed,Widowed,Rent,554,532,90842.46,35400.49,missed,home improvement,6620.68,10
555,Nell,Prescot,47,Female,Kuna,PhD,Unemployed,Married,Own,555,470,34955.8,49184.05,missed,debt consolidation,15249.88,10
556,Maridel,Gayler,31,Female,Yuan Renminbi,Bachelor's Degree,Self-Employed,Married,Own,556,550,8328.79,45582.18,missed,debt consolidation,74955.81,1
557,Freddy,Osband,70,Female,Yen,PhD,Employed,Widowed,Own,557,338,67913.87,48059.7,missed,medical expenses,96813.67,4
558,Sigfrid,Dowears,67,Male,Koruna,High School Diploma,Unemployed,Widowed,Own,558,601,65930.57,32426.18,late,debt consolidation,72828.47,27
559,Weidar,Daglish,64,Male,Euro,PhD,Employed,Married,Own,559,599,89355.08,14728.02,on-time,home improvement,5220.64,3
560,Mandi,Rubinowicz,42,Female,Dollar,Master's Degree,Unemployed,Divorced,Mortgage,560,449,12775.18,20868.26,missed,home improvement,35455.17,2
561,Gaylor,Baglin,30,Male,Yuan Renminbi,Master's Degree,Employed,Widowed,Mortgage,561,713,73338.12,30863.95,missed,debt consolidation,86061.19,26
562,Laurene,Castanaga,49,Female,Som,PhD,Unemployed,Married,Rent,562,527,37948.31,30832.31,late,home improvement,90521.37,30
