property_id,transaction_date,property_type,sale_price,purchase_price,buyer_name,seller_name,agent_name,commission_rate,profit
465,7/27/2021,condo,625217.79,104537.14,Lane Denekamp,Morgan Kevlin,Minni Beebis,0.07,520680.65
466,2/18/2021,house,311895.74,631404.04,Inna Andriolli,Lucine Scamal,Neda Muffen,0.05,-319508.3
467,6/27/2020,condo,981819.49,429056.46,Jazmin Briddock,Celka Klaes,Alyssa Hassard,0.05,552763.03
468,6/8/2021,apartment,152501.23,561479.02,Jewel Lagadu,Ingram Carlin,Lethia Cuschieri,0.06,-408977.79
469,10/27/2020,house,938390.64,285927.9,Lemmie Stirland,Palm Perot,Gisella Legerton,0.06,652462.74
470,8/9/2020,house,532989.55,968942.4,Matthaeus Liccardo,Conny Scholard,Lurline Hartlebury,0.02,-435952.85
471,10/21/2020,house,384941.49,479790.25,Welch O'Corhane,Roderich Lissenden,Barthel Radcliffe,0.07,-94848.76
472,6/1/2020,condo,63165.57,904574.91,Goldina Conduit,Arvin Stambridge,Janette Tait,0.03,-841409.34
473,4/9/2020,apartment,692021.75,167153.96,Ferdinande Rogerson,Nicoline Kures,Gusella Mote,0.07,524867.79
474,5/25/2021,condo,713844.65,408397.21,Joel O'Lunny,Berke Byne,Ilene McSwan,0.06,305447.44
475,2/10/2020,house,388495.6,930290.92,Abner Lorente,Kania Shawdforth,Lambert Konertz,0.04,-541795.32
476,5/8/2020,house,349871.68,425194.26,Benny Emmerson,Loria Wheatley,Griffy Garretts,0.02,-75322.58
477,3/29/2021,condo,716855.52,83816.36,Donnie Eisikowitch,Wandie Losemann,Ruddy Rowaszkiewicz,0.08,633039.16
478,11/27/2020,condo,742112.53,691593.67,Ellissa Osborn,Tadeo Snelling,Odessa Flegg,0.07,50518.86
479,12/5/2021,townhouse,175394.23,447117.96,Kitty Vincent,Latrena Billison,Alanah Schnieder,0.06,-271723.73
480,2/3/2021,condo,927742.2,406355.87,Hunt Sayton,Con Scruton,Andree Sofe,0.09,521386.33
481,1/14/2020,condo,838603.06,221933.8,Sim Farherty,Beret Doick,Marcile Dumini,0.07,616669.26
482,11/19/2020,house,470723.08,714158.12,Hartwell Ortiga,Anstice Fuzzens,Madelon Claiton,0.06,-243435.04
483,11/23/2020,condo,845880.82,787329.98,Odelle Riddock,Margeaux Bier,Mollee Cowdry,0.04,58550.84
484,5/5/2020,house,168282.0,319967.87,Neila Lemmer,Barret Karlowicz,Prinz Burnip,0.08,-151685.87
485,6/23/2020,townhouse,259895.62,141335.74,Judon McGaugie,Robb Girardeau,Isa Woollacott,0.06,118559.88
486,7/4/2020,house,745419.22,655065.68,Melany Culpen,Clement Guilloneau,Paten Bolduc,0.07,90353.54
487,4/3/2020,condo,786854.79,682932.13,Phillis Edwicker,Bealle Rochford,Tarra Girardy,0.09,103922.66
488,5/9/2020,apartment,274605.42,671115.23,Matteo MacMarcuis,Onfre Givens,Merrilee Kinnach,0.07,-396509.81
489,8/18/2020,apartment,580726.24,904362.5,Daphne Mars,Maxim Carletti,Rick Bellworthy,0.02,-323636.26
490,1/16/2020,condo,103161.4,867049.74,Egan Fulham,Lonna Gagin,Chevalier Kindleside,0.07,-763888.34
491,6/22/2020,apartment,840335.95,364309.41,Correy Lett,Kory Rendbaek,Annelise Glasspool,0.07,476026.54
492,11/1/2020,condo,958602.85,530631.49,Flossy Gages,Nathalie Bezarra,Dulcia McAnulty,0.02,427971.36
493,8/16/2020,house,334850.71,307356.02,Gilles d'Escoffier,Hedwiga Kemball,Mar Davidovici,0.03,27494.69
494,9/7/2021,house,455472.74,169979.87,Brian Padginton,Teodoor Greenside,Mickey Blowen,0.04,285492.87
495,4/3/2020,condo,169017.79,518009.83,Doretta Beine,Melany Dalliwatr,Amalea Gabriely,0.08,-348992.04
496,7/6/2021,condo,996600.09,314538.98,Lanette Sweetzer,Baillie Monk,Laney Earlam,0.06,682061.11
497,2/12/2021,townhouse,202668.57,837034.59,Alaster Christoffe,Cammi Peevor,Gabbi Jankiewicz,0.03,-634366.02
498,3/24/2020,house,509136.48,277153.74,Blayne Lightbowne,Helenelizabeth Rottenbury,Noe Powland,0.02,231982.74
499,4/30/2020,condo,339306.47,736332.07,Frannie Silbersak,Danyette McCrae,Dredi Filipczynski,0.05,-397025.6
500,1/25/2020,condo,193014.94,657385.32,Louisette Rapier,Eileen Hugli,Janeczka Toby,0.09,-464370.38
501,2/4/2020,house,954091.8,837218.53,Hubert Pacey,Lilyan Brise,Bennie Dunsmore,0.09,116873.27
502,10/10/2021,apartment,863102.53,62101.48,Nancey Riall,Raven Meers,Rhetta Pedder,0.04,801001.05
503,6/13/2020,apartment,620112.94,312679.39,Gerrie Verissimo,Avram Gyurkovics,Northrop Darnody,0.03,307433.55
504,8/18/2020,house,501519.79,567397.7,Candi Bevir,Anton O'Feeny,Emmi Yokel,0.07,-65877.91
505,3/10/2021,townhouse,342311.37,702204.13,George Meeson,Nealon Cousen,Donnamarie Haldenby,0.01,-359892.76
506,8/5/2021,townhouse,929300.09,896480.97,Lea Trevett,Elset Forrington,Isa Loody,0.08,32819.12
507,10/6/2020,townhouse,267565.68,922589.81,Dionisio Dewis,Rikki Banister,Randi Togwell,0.02,-655024.13
508,6/4/2020,townhouse,974412.13,275768.46,Milly Cassy,Zared Ruggier,Ross Maith,0.02,698643.67
509,7/11/2020,apartment,631137.24,877011.84,Emmott Giannazzo,Dolly Bagley,Leodora Wapples,0.07,-245874.6
510,11/13/2020,townhouse,582521.36,942352.74,Barbra Shakespeare,Donna Weddell,Lebbie Dundredge,0.09,-359831.38
511,9/3/2021,townhouse,765553.73,475922.22,Rosana Connow,Sidnee Gosswell,Andrey Crebott,0.04,289631.51
512,6/7/2021,house,938359.48,461831.31,Brandice Rance,Brigit Gynne,Harli McGinty,0.07,476528.17
513,6/12/2020,condo,641168.47,405825.95,Leeland O'Collopy,Jacintha Dykas,Keith Thorby,0.05,235342.52
514,10/3/2020,townhouse,254248.32,812631.76,Cecil Bruntjen,Richy Dudenie,Amalea Binstead,0.08,-558383.44
515,10/8/2020,townhouse,683488.56,67896.64,Abraham Shiliton,Andie Lacaze,Jaquelin Snowdon,0.08,615591.92
516,6/9/2020,condo,321345.55,208140.9,Atlanta Mayho,Boris Claige,Alisa Cobley,0.04,113204.65
517,6/20/2020,house,494971.31,323196.86,Batsheva Waterdrinker,Suzy McPaik,Ariel Nesterov,0.08,171774.45
518,1/21/2020,townhouse,97032.26,313631.3,Kai Seldon,Cchaddie Cann,Lydie Darnbrook,0.03,-216599.04
519,3/18/2021,apartment,869398.06,834528.15,Pablo Beazey,Benny Vanlint,Tam Janik,0.02,34869.91
520,9/28/2020,apartment,620224.31,893896.44,Robinett Louys,Lyman Bedwell,Farr Jiggins,0.04,-273672.13
521,6/16/2021,townhouse,862312.2,619887.31,Ferd Farnell,Minette Guly,Arlene Fellows,0.1,242424.89
522,8/21/2020,house,820484.97,877957.25,Morissa McLellan,Elli Blaney,Ross Cambden,0.09,-57472.28
523,8/25/2021,condo,191197.48,59844.96,Shellysheldon Whiteson,Tiffie Ruseworth,Jerrine Polet,0.04,131352.52
524,4/4/2020,house,690610.39,740942.65,Adaline Vernay,Ambrose Standidge,Daria Dowry,0.03,-50332.26
525,10/1/2020,house,476585.11,100679.7,Marcia Yekel,Sallie Di Dello,Preston Hatcher,0.01,375905.41
526,12/11/2020,apartment,737538.93,652759.26,Wallas Burwin,Andie Leindecker,Laurie Smallpeace,0.05,84779.67
527,11/9/2021,apartment,965004.06,382339.86,Jaclyn Klee,Zarla Scotcher,Herb Naisbet,0.04,582664.2
528,7/8/2020,house,498205.99,637260.93,Demetris Ferrieres,Emmaline Boissieux,Helsa Kiledal,0.02,-139054.94
529,12/11/2020,house,516734.05,184116.58,Darrick Beckworth,Alphonse Bengochea,Terri-jo MacQuarrie,0.06,332617.47
530,10/24/2021,apartment,661170.79,694033.32,Jonathon Mitskevich,Jamie Czajkowska,Wiatt West,0.02,-32862.53
531,6/6/2021,house,54878.91,352990.34,Emlynn Horrod,Ryun Berkery,Kennett Normand,0.08,-298111.43
532,2/5/2020,condo,972161.52,864660.51,Eal Monkley,Olive Shaw,Sherlocke Campana,0.03,107501.01
533,9/20/2021,apartment,132837.28,827400.4,Adda Loosmore,Ole Meuse,Wilden Lunge,0.07,-694563.12
534,2/18/2020,condo,734570.73,860625.01,Redd McEvilly,Carmella Janz,Xavier Roberto,0.03,-126054.28
535,12/29/2021,condo,115224.1,710516.35,Giffard Shallcroff,Norina Breffitt,Bab Planks,0.01,-595292.25
536,10/25/2020,house,601809.85,719165.91,Errol McQuie,Bernelle Romanini,Guendolen Dast,0.01,-117356.06
537,7/31/2021,apartment,666441.06,947615.03,Richie Kneeshaw,Winonah Brunotti,Cherin Fellows,0.03,-281173.97
538,7/27/2021,condo,586982.51,317827.67,Natala Bende,Devi Aspital,Cortney de Savery,0.06,269154.84
539,10/22/2021,house,576580.7,83642.92,Giorgio Jablonski,Boone Hannon,Ertha Lickorish,0.03,492937.78
540,4/9/2020,townhouse,275537.27,877561.78,Art De Michetti,Cherianne Abrahmer,Calli Upfold,0.1,-602024.51
541,12/14/2021,house,401501.87,407880.7,Emalee Sheather,Jerrold MacArdle,Sidonnie Gerhardt,0.02,-6378.83
542,8/8/2020,house,455691.46,814279.56,Faina Norheny,Lindsay McCooke,Raven Harbottle,0.07,-358588.1
543,12/10/2021,townhouse,932414.48,499691.14,Cristian Bradbeer,Ree Caveill,Joshuah Vickers,0.01,432723.34
544,1/13/2020,condo,992235.39,170866.07,Nikolos Pezey,Alexia MacKain,Tiffy Izakovitz,0.04,821369.32
545,12/25/2020,apartment,823087.63,153648.55,Jeana Weedon,Mohandis Bickford,Christoffer Temperton,0.09,669439.08
546,10/25/2021,apartment,806673.3,494906.84,Abie Kilbourn,Bobby Cullin,Erminie O'Scully,0.04,311766.46
547,5/22/2021,house,445084.81,483539.19,Sawyere Norway,Zaccaria Leverette,Mignonne Danet,0.03,-38454.38
548,2/15/2020,condo,341925.58,877182.51,Shurlocke Niesel,Michaela Cortese,Jaye Harback,0.08,-535256.93
549,2/19/2021,townhouse,848687.17,850252.3,Emilie Wybron,Hastie Chippindall,Edithe Jessep,0.1,-1565.13
550,12/28/2020,house,134927.41,715914.73,Whit Robelow,Inna Filewood,Christalle Carwithan,0.02,-580987.32
551,4/13/2020,apartment,795058.35,415982.88,Hanni Joynes,Hilde Saice,Wallis Rival,0.06,379075.47
552,4/3/2020,house,794689.68,460366.31,Horacio Mizzi,Chris Bradd,Rosy Smithson,0.07,334323.37
553,1/12/2020,townhouse,189454.38,493395.55,Sandor Illing,Brad Arend,Arlinda Sherrell,0.06,-303941.17
554,9/30/2021,condo,957214.34,200839.2,Sloane Iacomettii,Levi Mcasparan,Brent Klimczak,0.01,756375.14
555,2/17/2021,apartment,752867.34,254995.23,Mar Ridpath,Leelah Sleit,Inglis Bosche,0.08,497872.11
556,8/27/2021,townhouse,152993.24,557175.44,Oby Simoni,Emma Prahm,Zorine Hasney,0.03,-404182.2
557,4/7/2021,townhouse,645750.96,362804.35,Tadeo Wanden,Will Trussman,Koren Belliveau,0.02,282946.61
558,6/24/2020,apartment,761156.93,821309.58,Constantin Nicholas,Dave Leguay,Sawyer Gouldbourn,0.06,-60152.65
559,4/26/2021,condo,213496.77,417446.65,Skye Mewitt,Crichton Phuprate,Spense McMenamin,0.05,-203949.88
560,7/19/2021,apartment,503673.8,617233.82,Nike Legion,Lorens Lovel,Lloyd Milne,0.03,-113560.02
561,9/8/2021,townhouse,511672.26,774072.2,Jeni Mallinder,Rafael Phippen,Brandie Cervantes,0.09,-262399.94
562,11/6/2021,apartment,417037.22,854590.56,Annaliese Olkowicz,Ashby Swatton,Jaimie Stokes,0.04,-437553.34
563,12/8/2020,townhouse,322110.87,738302.97,Shoshana Schollar,Christiana Willett,Joly Haddick,0.05,-416192.1
564,6/25/2021,house,280634.35,793404.16,Genevra Curneen,Sinclair Tizard,Robina Shannon,0.05,-512769.81
565,7/27/2020,house,375121.81,346556.52,Elvira Tofanelli,Isidoro Kurtis,Darrick Rops,0.06,28565.29
566,6/3/2021,townhouse,860697.63,861399.16,Regan Arnao,Raoul Tampen,Myrvyn Capoun,0.06,-701.53
567,7/11/2021,condo,130595.33,196737.76,Gleda Maurice,Felice Buttery,Tybi Faichney,0.06,-66142.43
568,9/19/2021,condo,246153.67,820214.01,Ernie Kernoghan,Pablo Parris,Leonora Ewols,0.08,-574060.34
569,4/29/2020,condo,56922.21,428182.21,Ronna Brash,Bill Riccioppo,Kathleen Chown,0.08,-371260.0
570,3/24/2020,apartment,402629.51,62595.94,Judye Lamberth,Ashley Hully,Andrei O' Reagan,0.08,340033.57
571,11/15/2020,condo,407545.98,186219.45,Athena Manion,Celie Sharratt,Michaeline Ayce,0.04,221326.53
572,9/2/2021,condo,60564.99,556256.37,Sydelle Sugar,Nolly Crake,Kacey Dyshart,0.08,-495691.38
573,5/22/2021,house,482203.76,751121.17,Web MacAiline,Sophia Farbrother,Malina Navarijo,0.09,-268917.41
574,10/20/2020,house,465482.43,819813.97,Brina Bleythin,Pennie Weeden,Micheline Cellone,0.09,-354331.54
575,1/15/2021,house,702191.92,554158.02,Barry Bush,Glyn Fallawe,Angelika Woodruffe,0.06,148033.9
576,6/26/2021,house,731712.14,406286.82,Hurley Crafter,Jerry Assard,Willyt Gorgler,0.07,325425.32
577,12/27/2020,condo,697672.62,56685.14,Jacques Jaggli,April Cuberley,Elwood Roden,0.09,640987.48
578,9/23/2020,townhouse,744545.45,694240.99,Burgess Suttell,Freddy Benbow,Maiga Stemson,0.04,50304.46
579,12/7/2021,condo,966547.75,229679.89,Lurette Danell,Marshal Sellick,Samaria Raper,0.04,736867.86
580,5/14/2020,apartment,84897.96,667014.12,Pier Corneljes,Meredith Graal,Neel Outram,0.06,-582116.16
581,2/13/2021,townhouse,219297.45,318256.65,Clarabelle Cornely,Lew Anear,Ingeborg Scraggs,0.1,-98959.2
582,12/21/2021,house,218612.09,769667.73,Zilvia Tremlett,Isador Bewshaw,Juanita Churches,0.08,-551055.64
583,3/31/2020,townhouse,400104.85,338236.41,Parry Verna,Arlena Murkitt,Osbert Kohler,0.03,61868.44
584,4/21/2021,house,691857.24,853466.54,Vi Gaddes,Billie Manton,Minnie Skeels,0.03,-161609.3
585,12/11/2021,condo,850409.06,288971.35,Joni Bizzey,Antonino Pomphrett,Mariya Bartalini,0.09,561437.71
586,11/18/2021,condo,367160.55,752745.95,Bendix Graalmans,Wenda Patkin,Kalila Annice,0.06,-385585.4
587,4/10/2021,house,796288.56,373276.66,Sarette Antalffy,Trevor Bowles,Skyler Gasgarth,0.02,423011.9
588,9/6/2020,townhouse,178969.5,997770.24,Cara Howick,Tatiana D'eye,Cherrita Wilce,0.07,-818800.74
589,1/16/2020,condo,646815.05,273862.82,Nicol Spikings,Buck Gillett,Bealle Skunes,0.02,372952.23
590,10/25/2020,apartment,573847.06,950564.69,Dyanne Hirsch,Isak Pickover,Annemarie Picknett,0.05,-376717.63
591,6/2/2020,townhouse,515011.55,989941.11,Amandy Geeves,Berkie Espinoy,Fayth Pitkin,0.07,-474929.56
592,7/17/2021,condo,587771.47,774168.91,Salim Galletley,Ana Purver,Lucinda Devall,0.07,-186397.44
593,6/13/2021,apartment,61237.47,834228.84,Vasilis Comi,Cherri Wimpey,Ottilie Poulett,0.01,-772991.37
594,6/28/2021,apartment,456706.22,55868.28,Hyatt Pitfield,Sanson Shelsher,Merrill Smoth,0.09,400837.94
595,12/19/2021,townhouse,97863.8,626127.95,Mahmoud Rowantree,Wendel Dumphrey,Aguie Gaine,0.03,-528264.15
596,3/17/2021,apartment,619112.98,111483.94,Cindra Biermatowicz,Vina Willoughby,Brandy McLugish,0.01,507629.04
597,4/2/2020,apartment,522773.11,733589.08,Pepe Bartelot,Marlin Shillito,Raleigh Lanfranchi,0.08,-210815.97
598,11/3/2021,apartment,513848.5,94063.56,Bax Draper,Sansone Wadly,Kristopher Hawkswood,0.08,419784.94
599,5/10/2020,apartment,831726.75,429503.74,Nicolette Gallahue,Rebbecca Custed,Kesley Andrivot,0.06,402223.01
600,6/20/2021,apartment,705880.07,923192.89,Tobias Bourgeois,Thurston Moakes,Will Hedgeman,0.09,-217312.82
601,3/29/2021,townhouse,596710.59,689458.71,Dulcia Clery,Riccardo Menear,Denna Attersoll,0.07,-92748.12
602,10/29/2020,house,546839.38,296376.7,Kelsi Rigts,Fifine Balwin,Niven Jerram,0.05,250462.68
603,3/3/2021,apartment,284726.38,405455.86,Artair Bosden,Ellery Nerger,Batsheva Haldane,0.09,-120729.48
604,3/28/2021,townhouse,826188.28,223730.82,Alasteir Sherrell,Kare Sackler,Fidelio Radoux,0.09,602457.46
605,12/19/2020,apartment,645490.9,941263.26,Rory Bullen,Marline Paoletto,Baryram Yeats,0.05,-295772.36
606,6/16/2021,townhouse,692452.62,978473.68,Izaak Burree,Yasmin Purvess,Leelah Stucksbury,0.09,-286021.06
607,1/17/2021,house,889326.65,634022.8,Martie Graundisson,Aldo Searston,Alexi McIlwraith,0.02,255303.85
608,4/11/2020,condo,801021.12,421233.24,Hinda McGuinness,Court Bonnell,Newton Scheffel,0.04,379787.88
609,11/15/2021,house,254512.76,961489.16,Janenna Winmill,Delbert Scinelli,Karee Eburah,0.05,-706976.4
610,1/29/2020,apartment,644614.98,562641.21,Agatha Patek,Gerhardt Rolling,Sharla Sporrij,0.05,81973.77
611,3/14/2020,house,416210.68,668663.86,Kinny Spofford,Shell Robez,Jephthah Tejada,0.05,-252453.18
612,12/21/2020,condo,420818.23,874253.58,Ilyse Clougher,Stefano Kilminster,Regen Wiggins,0.1,-453435.35
613,5/11/2020,apartment,523577.89,589141.36,Kin Gaskin,Rubetta Goudman,Sissie Whitrod,0.07,-65563.47
614,9/18/2020,house,479252.53,962788.52,Binny Hinzer,Davy Atkin,Boyd Dreini,0.05,-483535.99
615,9/14/2020,apartment,210603.12,949215.99,Virge Donaway,Richie Tebbitt,Patsy Lamperd,0.02,-738612.87
616,5/30/2021,condo,182428.58,598249.43,Eveline Glascott,Sidnee Fever,Davina Mamwell,0.02,-415820.85
617,7/30/2021,apartment,685360.54,238271.97,Chantal Dinnis,Gilbertina Naseby,Odille Galea,0.03,447088.57
618,12/21/2020,townhouse,817770.07,606682.41,Jaquelin Reynoollds,Gerry Burnapp,Letti Chritchley,0.1,211087.66
619,10/11/2020,townhouse,86111.15,564777.74,Pearce Maypole,Brandon Bode,Adham Classen,0.02,-478666.59
620,1/25/2021,house,680490.8,552213.07,Kareem Gian,Gwenny Stothard,Rinaldo Perone,0.04,128277.73
621,4/2/2020,townhouse,946393.1,492330.01,Katuscha Billing,Darryl Adamek,Bastian Haveline,0.02,454063.09
622,9/13/2021,condo,465015.57,758840.33,Lonnie Feltham,Betta Borrington,Harwell Grantham,0.03,-293824.76
623,2/7/2021,house,815958.4,646105.28,Rick Mourgue,Gian Antliff,Josefina Camerana,0.08,169853.12
624,4/19/2020,apartment,885571.55,65503.11,Michal Di Gregorio,Hamel Ackland,Ola Mullenger,0.02,820068.44
625,6/11/2021,condo,961300.11,433277.99,Conn Pendrigh,Koren Siggs,Nels Dymott,0.08,528022.12
626,10/3/2020,townhouse,922370.18,897807.43,Swen Kelledy,Mufinella Franies,Stephine Calven,0.09,24562.75
627,1/24/2021,condo,234469.28,577735.14,Silas Ingon,Daniel Kinny,Christabella Vallantine,0.01,-343265.86
628,2/22/2020,house,564746.78,572215.29,Rea Sarrell,Brenden Trippitt,Andriette Peploe,0.06,-7468.51
629,2/1/2020,apartment,574314.45,57770.09,Brandtr McFayden,Octavia Drake,Abbe Laurenty,0.07,516544.36
630,5/22/2020,condo,199513.96,648524.09,Archer Bradder,Flori Spellecy,Efrem Mattheis,0.1,-449010.13
631,12/3/2021,house,113525.83,652628.99,Matthiew Scarman,Earle Grindrod,Aldo Prichard,0.03,-539103.16
632,11/5/2020,townhouse,475713.7,970288.84,Haily Lippitt,Brod Hurleston,Welbie Querree,0.07,-494575.14
633,4/10/2021,townhouse,59901.36,210692.24,Caitlin Darwent,Tybi Bortolussi,Adriane Frances,0.07,-150790.88
634,11/3/2020,apartment,977649.3,90360.62,Ophelie Poulney,Cymbre Peinton,Yuma Parres,0.05,887288.68
635,5/10/2021,apartment,561268.86,690705.21,Travus Foat,Moira Jebb,Jacqui Prantoni,0.09,-129436.35
636,3/12/2021,townhouse,330375.71,157843.62,Tresa Erickson,Neddy Fissenden,Lyndy Messer,0.05,172532.09
637,6/18/2021,condo,810769.38,680892.48,Kurt Geffcock,Molly Morrow,Lib Kinson,0.07,129876.9
638,9/9/2020,apartment,332216.07,655384.79,Carlina Simounet,Desirae Tallis,Vachel Humphries,0.08,-323168.72
639,8/30/2021,townhouse,723128.01,264615.72,Verine Drinkeld,Keslie Domney,Annadiane Quiddinton,0.01,458512.29
640,9/13/2020,townhouse,961735.51,947176.44,Gwenette Crother,Laural Beames,Margit Presshaugh,0.09,14559.07
641,7/26/2020,condo,264862.08,829334.07,Erick Hundey,Kalvin Lamke,Bevvy Pawfoot,0.02,-564471.99
642,9/16/2021,townhouse,584902.92,544438.53,Fairfax Debling,Dolli Stride,Merwin Stonebridge,0.06,40464.39
643,2/17/2020,condo,104634.7,435029.26,Jeniece Tubridy,Aubree Beevis,Garey Baison,0.05,-330394.56
644,6/22/2021,house,728085.4,372392.28,Merrel Vannoort,Andeee Jochanany,Inez Tavernor,0.05,355693.12
645,3/22/2020,apartment,243892.09,749048.4,Ivor Dawes,Amargo Petchell,Kizzee Adne,0.08,-505156.31
646,6/5/2020,apartment,918611.38,824275.55,Raychel Simko,Glynnis Poulsen,Pacorro Aynold,0.05,94335.83
647,7/14/2021,apartment,462265.05,103008.48,Vite Richemont,Cecil Pancoast,Fernande Correa,0.1,359256.57
648,6/11/2020,condo,151099.42,355101.76,Katuscha Symmons,Conroy Frame,Alphonso Pentelow,0.06,-204002.34
649,9/7/2020,condo,683238.23,579495.2,Caryl Parkman,Bettina Zanni,Celestyna Woofinden,0.06,103743.03
650,8/26/2020,condo,675017.31,712451.91,Tully Plumm,Lenard Deboo,Harley Danhel,0.06,-37434.6
651,7/7/2021,house,635844.96,192618.89,Chaddie Yitzhok,Lalo Gormally,Sigfried Lonie,0.07,443226.07
652,12/9/2021,apartment,632101.54,481241.24,Fallon Lomas,Mira Kinchley,Jud Luety,0.04,150860.3
653,3/16/2021,apartment,118289.73,182872.56,Jule Noir,Vania Vosse,Fair Penton,0.05,-64582.83
654,1/5/2020,house,339935.6,107008.66,Jany Berzons,Jeremias Petroselli,Orren Pierri,0.04,232926.94
655,6/24/2020,condo,806885.36,215205.91,Minnaminnie Mullender,Allix Gilks,Tammara Buscombe,0.03,591679.45
656,7/10/2021,condo,770163.85,859118.73,Nevins Filby,Diarmid Postins,Gilly Purvis,0.09,-88954.88
657,1/19/2020,house,904535.75,820304.53,Jecho Gaiger,Phil Horribine,Lanie Demanche,0.05,84231.22
658,5/26/2021,condo,445598.15,687813.32,Velma Frontczak,Cazzie Francisco,Hyacinth Pantridge,0.02,-242215.17
659,6/2/2021,apartment,586067.69,283061.01,Shandee Skally,Giacomo Shuttlewood,Sibilla Le Barre,0.01,303006.68
660,10/28/2020,house,522146.71,988743.93,Tobi Tracey,Vaughn Skipp,Armin Jonas,0.03,-466597.22
661,12/21/2020,condo,682093.84,440134.13,Hortensia Micklewicz,Pedro Bernollet,Heall McKeand,0.07,241959.71
662,10/10/2020,house,999630.64,719544.69,Daffie Huikerby,Clarance Lugard,Christal Truscott,0.04,280085.95
663,11/20/2021,condo,749418.54,179149.7,Sylvester Dallewater,Marty Eicheler,Eb Teenan,0.03,570268.84
664,8/8/2020,townhouse,186507.13,305533.97,Doralin Darlow,Marleen Junes,Izak Bellam,0.06,-119026.84
665,11/3/2020,house,76628.69,766965.32,Courtenay Suett,Zonnya Goodbar,Nevins Haslen,0.1,-690336.63
666,11/27/2021,apartment,912385.01,988810.9,Clementine Koppe,Kleon Chatenet,Raina Chipps,0.09,-76425.89
667,5/3/2021,condo,840278.92,711489.47,Kevina Lordon,Abbott Kleinfeld,Gerladina Burnall,0.05,128789.45
668,2/16/2021,townhouse,309800.46,56666.21,Tammie Mitkcov,Bone Quemby,Octavius Witty,0.04,253134.25
669,5/13/2021,townhouse,167315.75,829809.66,Consuelo Portriss,Roderic Mugglestone,Jillane McKeurtan,0.1,-662493.91
670,6/15/2021,apartment,536221.8,802552.45,Karlyn Mathon,Maressa Ducarne,Goldy Penney,0.1,-266330.65
671,5/25/2020,apartment,699993.04,391884.35,Celine Caseley,Floria Samart,Barrie Yakobowitch,0.02,308108.69
672,7/2/2020,house,439583.19,933260.78,Germayne Klug,Dianemarie Hitcham,Korrie Fleay,0.08,-493677.59
673,12/16/2020,apartment,111436.91,62625.65,Carolina Stollsteiner,Priscella Dickon,Sheff Heinlein,0.06,48811.26
674,12/17/2020,apartment,98635.66,461635.04,Kory Doulden,Jobye Mattheissen,Lexy Ankrett,0.08,-362999.38
675,3/31/2020,apartment,660428.43,123655.64,Juanita Ryburn,Rivy Jarratt,Tiffany Sherewood,0.08,536772.79
676,7/10/2021,townhouse,996965.18,324020.18,Kissiah Brazel,Tressa Giacovelli,Zelma Nottingam,0.06,672945.0
677,11/10/2020,condo,102627.29,986147.83,Gwenore Vasichev,Sydney Harkes,Oralia Morin,0.03,-883520.54
678,8/20/2021,condo,841283.71,337673.49,Clerissa Blackney,Tasia Leishman,Jabez McCrachen,0.02,503610.22
679,2/11/2020,house,958987.26,418341.83,Liliane Drohane,Jackqueline Bellany,Phyllida Addey,0.04,540645.43
680,4/15/2020,townhouse,712430.46,472288.82,Ronalda Harnett,Teodora Farress,Clarette McQuirter,0.03,240141.64
681,8/19/2021,apartment,363839.27,322353.89,Averyl Lerego,Ondrea Broszkiewicz,Charmain Craine,0.05,41485.38
682,12/6/2021,apartment,772431.55,682837.32,Ellwood Blackford,Korry Leeson,Leda Whichelow,0.1,89594.23
683,4/12/2020,house,570598.15,311721.42,Gardiner Filer,Charil Agdahl,Theresa Bartholat,0.05,258876.73
684,9/26/2020,condo,192663.4,492821.4,Nannie Rucklidge,Saundra Brayley,Lonni Harding,0.05,-300158.0
685,4/27/2021,apartment,812307.05,932723.42,Rois Meachan,Regine Steeples,Larina Haskell,0.02,-120416.37
686,3/9/2021,apartment,347512.57,822763.64,Ede Rookeby,Bel Rait,Rhianon Gale,0.04,-475251.07
687,10/8/2021,house,971433.18,541699.63,Grace Ashurst,Livvy Crevy,Ruthe Liggett,0.1,429733.55
688,4/19/2021,townhouse,490135.09,943907.46,Modesta Ruf,Mariann Donavan,Giorgi Grigorkin,0.04,-453772.37
689,8/1/2021,condo,457777.5,305178.4,Trula Okeshott,Adelheid Cradduck,Riane Langer,0.01,152599.1
690,1/21/2020,apartment,941601.36,888900.44,Giffer Rouke,Marylou Crummie,Kristen Lethieulier,0.09,52700.92
691,4/4/2020,townhouse,655228.61,980247.85,Ashly Brisset,Jacquenetta Fann,Carlin Eady,0.06,-325019.24
692,4/9/2021,apartment,965841.63,69473.7,Jerrie Baleine,Obadiah Leeder,Brigham Russam,0.04,896367.93
693,7/25/2021,apartment,803294.08,175546.85,Barn Serjeantson,Myca Fills,Grace Tommasuzzi,0.08,627747.23
694,9/24/2020,apartment,641832.1,963300.77,Anna-diane Cabrales,Kellsie Langlais,Waverley Guiton,0.01,-321468.67
695,1/24/2020,house,676409.91,259981.1,Eric Weekly,Haslett Rosenstock,Georgianna Chatelet,0.04,416428.81
696,4/7/2021,condo,535785.02,726527.91,Ailina Alvey,Talbot McFie,Melva Colhoun,0.04,-190742.89
